"i","t","x","y"
1,1,-0.637657450659549,3.73503532537678
1,2,-0.557879352905116,2.67700379878443
1,3,1.94130583961826,0.621616219499017
1,4,-1.50328707566187,2.97059043138387
1,5,1.40617300548869,1.35765170841553
1,6,0.779735213713805,2.1277855014866
1,7,-1.33923645910128,3.26426272580828
1,8,1.73290079953566,3.21393751353401
1,9,-0.410108777844749,1.11082819880269
1,10,-2.59266373112487,1.53957398581325
1,11,1.45824134312657,2.2830110639144
1,12,-0.830857966779384,2.25038186480771
1,13,-1.62854331576464,2.10720481952057
1,14,1.07547040687339,0.343461442910666
1,15,1.36076533904059,1.8838025024838
1,16,-0.399692558037632,2.4835774849712
1,17,-2.16742442237183,1.2317901306514
1,18,-0.37009145485688,1.25987577509777
1,19,-0.551819650711009,3.92497601058568
1,20,-0.141301818703646,5.53512034685423
2,1,-0.533472277457921,1.64428551212566
2,2,-0.815667887449739,4.08939588310529
2,3,-1.3517582657142,3.75317568609798
2,4,-1.97543192347477,1.49682176188716
2,5,-0.312989094979627,1.27878542237195
2,6,0.11956783053632,0.879283989073085
2,7,-0.643643974255084,0.289831955908351
2,8,-1.38592357363247,2.93395131571188
2,9,-0.120753900617542,1.43790086721768
2,10,0.366857348388731,4.0519273694087
2,11,-1.49891627532364,1.09287987677995
2,12,1.33836824334925,0.160098527286564
2,13,0.400207468016453,2.45893236807405
2,14,-1.02129965769212,0.630188840277873
2,15,1.51923129626657,2.26736069810449
2,16,-0.127309448643954,2.06299897059362
2,17,0.101392761933328,1.3628565115465
2,18,-0.291619120286941,1.50075697255855
2,19,0.722135619196516,0.568545750497046
2,20,-0.0890973453246562,0.397405455469989
3,1,0.0492327413924867,0.545513352638914
3,2,-0.816057853206956,3.20477348494333
3,3,0.240064577367147,1.2394056383868
3,4,-0.594930634423103,0.774660834442514
3,5,0.284346453282367,1.78471257081742
3,6,-0.422416958480244,2.18072011702805
3,7,1.91337638613914,0.951073809502317
3,8,-0.050949200084505,0.598757288460829
3,9,0.5183588903114,3.01873955399327
3,10,0.0684269110783321,1.86068302458561
3,11,-0.101200018952783,3.50581136910511
3,12,-1.05533394932316,3.64577288183359
3,13,0.459425622736473,2.01065948576799
3,14,-0.0110346947300235,7.42342038439216
3,15,0.448377320233498,2.85096568203482
3,16,1.41124963229906,5.02060574390366
3,17,-0.930421605927203,3.2066906063745
3,18,0.559765894196658,0.193488409673462
3,19,0.0750356985735796,2.60136261624779
3,20,-1.70252651847352,0.358188097945224
4,1,-0.560486520023422,0.72747610908631
4,2,0.661811945924637,0.616725125260993
4,3,1.05917840030371,2.38458563779484
4,4,0.458668498752557,1.32274909533403
4,5,-0.306021447912103,4.10515158724365
4,6,-0.539922963431257,0.513737746610199
4,7,-1.57051279607187,3.76282660111954
4,8,1.7995098231241,0.716433951419553
4,9,-0.208162505004783,2.01496855542344
4,10,2.33724229255955,2.35483636319711
4,11,0.383453546795482,2.40217172170154
4,12,-0.526863940618295,2.96040379435828
4,13,0.895773558248236,1.44929526308204
4,14,1.05493657710056,1.40744719878373
4,15,-0.395633264255426,1.22053074891681
4,16,0.748202265262423,2.37565930377063
4,17,-0.167890020377348,0.759321747109365
4,18,-0.649628536136877,2.62661640156666
4,19,-0.796762394449761,1.62277512104006
4,20,-0.526792475291577,1.1031786026489
5,1,0.501817371753023,0.201047357918258
5,2,-0.523291168739438,0.575117071511757
5,3,-0.0994687246681782,2.02676084334245
5,4,0.0185575114800594,1.07473181855589
5,5,0.533150727947786,1.49869059262363
5,6,-0.362390645902643,1.74245379015885
5,7,1.93062447481569,2.24348992916607
5,8,-0.330923190605364,2.26539689206147
5,9,1.13154513324839,4.42061721059887
5,10,1.67174155466856,3.54028722347106
5,11,2.18341127722813,1.64858399822452
5,12,-0.255506135198295,4.23755496109254
5,13,-0.0710253741640369,3.17204184080952
5,14,-0.611164729715817,3.98815497201779
5,15,0.257025217507337,1.76203985242427
5,16,0.874780754573005,3.46329142275345
5,17,0.812785732183548,0.656663394373468
5,18,0.73815794577746,0.99460468990717
5,19,1.65356732029817,5.64839915662081
5,20,0.536329523650097,1.46004708711357
6,1,1.1185225972697,2.39071424726772
6,2,1.84832285983081,0.258378957612019
6,3,-0.0483724898582104,2.51505483610248
6,4,-0.0327044272149628,0.244496031148247
6,5,-0.115771207369906,1.47536826648187
6,6,0.55219656511063,2.3312318036685
6,7,-0.538698782249255,1.67544117179022
6,8,2.22296284362078,0.340946597979717
6,9,0.470415746774441,1.85255040565162
6,10,-1.19977709184462,2.40020424358814
6,11,-0.984781271648017,1.94244429710999
6,12,1.74906211303703,1.83962462503711
6,13,-0.890086255241144,1.17474094462345
6,14,-0.770719499553255,0.038480461152445
6,15,-0.524322643633089,1.30572450064195
6,16,1.48996141364376,4.25984651376141
6,17,-0.228021008077242,1.69809911936136
6,18,-0.975914168286537,3.30863270688947
6,19,-1.53020523797797,1.34513912669103
6,20,0.403093748394552,0.826040392578648
7,1,-0.741227153224291,3.43929018217489
7,2,-0.342740315223911,1.78517573727552
7,3,-0.134092049616205,1.00132889756195
7,4,0.0805456491923258,6.27819641050521
7,5,0.690226662985511,1.43618993901952
7,6,-1.07205713293029,1.03844127478785
7,7,0.88778242581727,0.445316462816859
7,8,-1.07465346511789,2.35291551849119
7,9,-1.8272575372512,2.15919046349301
7,10,0.824672196520525,2.39614800295491
7,11,0.177243266421801,1.63024007474893
7,12,0.38272871316887,2.52485398852694
7,13,-0.236840500363761,0.140891790811712
7,14,-1.081728293965,5.14195460752816
7,15,-0.975358874990688,1.56771822447833
7,16,0.221581794763468,3.100646972378
7,17,-0.130382494851837,0.778244356012186
7,18,0.586720861210481,1.65444728253188
7,19,0.0663456319285854,1.22460029129631
7,20,-0.1056650428173,0.808869270973257
8,1,1.29636208770226,1.00890320780199
8,2,-0.614172803013294,1.21658862221892
8,3,-0.953687885232626,2.16441737576131
8,4,-0.237013106893671,2.51493483357789
8,5,0.701462373995225,2.14359595050619
8,6,0.151289994303606,0.727417727765031
8,7,-1.55859013999159,0.634176459977597
8,8,1.27061794356423,1.54490089062761
8,9,0.488837988428288,1.57754122906827
8,10,-0.766727629684127,1.70478469139846
8,11,1.15395743074215,4.8801423319308
8,12,-0.247762343852401,2.69741120644511
8,13,-0.18377420614213,0.764714331216831
8,14,0.832530299213699,1.23186591387086
8,15,0.911732386715233,0.121491023329913
8,16,-1.60054835020789,1.89145150412755
8,17,0.112256135877717,0.65518925130007
8,18,-0.617063940075093,1.1097146117992
8,19,0.571671321303567,0.926786981662596
8,20,-0.462349556857678,1.72127127173616
9,1,0.558784547141001,1.76623354492536
9,2,-0.517414421928022,0.777033419894337
9,3,1.08391019460757,1.05748649260408
9,4,0.650558385460446,0.712821936969259
9,5,-1.32792247911712,0.678529588356198
9,6,-0.408542060501805,5.71979361116698
9,7,2.16247004783185,0.187651906299406
9,8,-0.425564769877046,1.03976511720475
9,9,-1.35952947417427,0.479586401683757
9,10,-0.217869363444801,1.98351393141944
9,11,-0.226504443750973,0.0962927576005411
9,12,-0.880713056631862,0.342928336242388
9,13,-0.664497096548658,2.43712575772619
9,14,0.0212603497710414,1.08801687935867
9,15,-0.457825951015567,1.30711561076324
9,16,0.209253912931136,1.65098913499337
9,17,-0.00245865948529475,0.566717283693187
9,18,-0.17866207063734,1.74738491008209
9,19,-0.555510109936701,0.782799391588369
9,20,0.0101721870837687,3.58681113292049
10,1,-0.672598434827183,0.299636202140526
10,2,-1.40120105026136,1.78474956728393
10,3,1.11527924068283,1.43697173796742
10,4,-0.50470181558138,2.60865148213455
10,5,-2.37136366574235,2.32699173091566
10,6,-0.105725466430873,5.66763006790125
10,7,0.789057119865204,1.44053896600283
10,8,-0.636850781404639,1.52590340823638
10,9,0.259824439748529,2.55005217363864
10,10,-0.191187151793322,2.26612668283958
10,11,-0.73793257829981,0.745988621653875
10,12,-1.61145298757418,3.22123147896902
10,13,0.432216942298651,2.6649904978167
10,14,-2.16906482414448,1.91432920115646
10,15,-1.48047444226866,2.65346000087195
10,16,-0.0407077035341159,1.3181838151294
10,17,-0.158388078267346,2.69149502194684
10,18,0.781053494090152,0.977672222952785
10,19,0.480890585677667,1.49150511429334
10,20,0.480953325333882,1.06420352144966
